Date,Searched_from,ID,Title,Year,Authors,Journal,Pub_type,Citations,References,Abstract
START,START,2070179522,preventing skin cancer in college females heterogeneous effects over time,2010,"beau abar, rob turrisi, joel hillhouse, eric loken, jerod l stapleton, holly gunn",health psychology,1,15,0,"Objectives: To evaluate the effects of an appearance-focused intervention to reduce the risk of skin cancer by decreasing indoor tanning, examine potential heterogeneity in tanning across this time, and correlate the subtypes with predictors collected at baseline. Design: Randomized controlled trial with 379 female college students measured at 6 monthly time points. Main Outcome Measure: Self-reported indoor tanning frequency. Results: The intervention was effective at decreasing tanning over the period between the fall and spring. Longitudinal latent class analysis found 3 patterns of tanners among the treatment individuals: abstainers, moderate tanners, and heavy tanners. These classes appeared in both the treatment and control conditions, and the intervention had a harm reduction effect by reducing levels of exposure within the moderate and heavy tanner classes. Participant age and self-reported tanning patterns were found to be predictive of class membership. Conclusions: This research suggests that brief intervention approaches can be effective at reducing risk for skin cancer and illustrates several ways in which these protective effects can be enhanced."
START,START,2315170720,youth reports of parents romantic relationship quality links to physical health,2016,"tazeen abbas, samuele zilioli, erin t tobin, ledina imami, heidi s kane, daniel j saleh, richard b slatcher",health psychology,1,0,41,"Prior work has shown that negative aspects (e.g., conflict) of marriage or marriage-like relationships are associated with poor health of offspring, but much less is known about the effects of positive aspects (e.g., affection) of parental romantic relationships. This study investigated links between conflict and affection within parents' romantic relationships and the health of youth with asthma.Eighty youths with asthma aged 10-17 answered daily questions over a 4-day period about conflict and affection within their parents' romantic relationship, as well as their own daily mood, asthma symptoms, and expiratory peak flow.Multiple regression analyses revealed that romantic affection-but not conflict-was directly associated with higher expiratory peak flow. Further, there was a significant indirect effect of romantic affection via youth positive affect on lower asthma symptoms.These results are the first to our knowledge to demonstrate that youth-reported positive characteristics of parents' romantic relationships are associated with better health among youth with asthma. (PsycINFO Database Record"
START,START,2095406392,contrast tests of interaction hypothesis,1997,"robert p abelson, deborah a prentice",psychological methods,1,148,35,"This article argues for the use of contrasts to test a priori interaction hypotheses in 2-way analysis of variance designs. It focuses on 3 underused types of interaction contrast tests: a ""matching"" pattern for cognate levels of row and column factors; the ""qualitative quadratic,"" for monotonic profiles of means in the same direction but with opposed concavities; and a ""differential curvilinearity"" test for differences in the curvature of two profiles with the same direction of concavity. The circumstances that best capitalize on the potential advantages of a priori contrast tests are indicated, and an effect size measure for contrasts is presented. Investigators are urged to examine residuals after accounting for the variation attributable to the chosen contrast for patterns that may provide hints for more textured hypotheses in further research. If a posteriori contrasts are used, their effect sizes should be noted."
START,START,2323659979,direct and indirect friends in cross ethnolinguistic peer relations,2015,"frances e aboud, jordan friedmann, sascha smith",canadian journal of behavioural science,1,8,0,NA
START,START,2049621427,ethnic belonging and traditional masculinity ideology among african americans european americans and latinos,2000,"jose m abreu, rodney k goodyear, alvaro campos, michael d newcomb",psychology of men and masculinity,1,118,78,"African American, European American, and Latino males (N = 378) completed the Ethnic Belonging scale of the Multigroup Ethnic Identity Measure (MEIM; 3. S. Phinney, 1992), the Male Role Norms Scale (MRNS; E. H. Thompson & J. H. Pleck, 1986; a traditional masculinity ideology questionnaire), and demographic items including participant age and family income. Ethnic belonging was the best predictor of traditional masculinity ideology, a finding unique to this study. Ethnicity was the 2nd best predictor, with Latinos endorsing the highest level of traditional male gender roles, followed by European Americans and African Americans. However, ethnicity interacted with ethnic belonging, indicating that the obtained positive association between ethnic belonging and traditional male gender role endorsements was stronger and more consistent for European Americans than for Latinos. Data analysis also indicated a slight positive relationship between age and traditional masculinity ideology."
START,START,2037178416,maternal relationship instability and the school behavior of children from disadvantaged families,2002,"brian p ackerman, eleanor d brown, kristen schoff deramo, carroll e izard",developmental psychology,1,57,51,"This longitudinal study examined the relation between the instability of maternal intimate relationships and the school behavior of 3rd-grade children from economically disadvantaged families. After ecological correlates were controlled, chronic relationship instability predicted externalizing behavior for boys and girls and internalizing behavior for girls, but not academic competence. In addition, past and recent instability had independent effects: Recent instability moderated the relation for past instability, and child adjustment in highly unstable families varied with verbal ability and aspects of the family ecology. The theoretical implications concern conceptualizations of the diverse and dynamic nature of family arrangements experienced by disadvantaged children."
START,START,1988636630,children s sensitivity to topical discontinuity in judging story adequacy,1990,"brian p ackerman, kathy spiker, ilene glickman",developmental psychology,1,4,4,Three experiments were conducted to determine if children are sensitive to topical discontinuity in judging story adequacy in second- and fifth-grade children and college students.
START,START,2109494654,counting rate naming rate phonological sensitivity and memory span major factors in dyslexia,1990,"peggy t ackerman, roscoe a dykman, michelle y gardner",journal of learning disabilities,1,74,23,"Children with severe dyslexia were slower in counting from memory and naming alternating digits and letters than those with milder reading impairment. The children most disabled also had poorer phonological sensitivity, shorter digit spans, and lower Verbal IQs, but these variables accounted for no additional variance in prediction of scores on the Wide Range Achievement Test-Revised (R = 0.89)."
START,START,2068593969,the double deficit theory of reading disability does not fit all,2001,"peggy t ackerman, carol holloway, patricia l youngdahl, roscoe a dykman",learning disabilities research and practice,1,32,0,"The double-deficit theory of reading disability (Wolf & Bowers, 1999) was examined in a sample of 56 reading-disabled and 45 normal-reading elementary school children (aged 8 to 11). As hypothesized, the two groups differed markedly on all phonological analysis tasks and on rapid continuous naming of digits and letters (the double deficits), but they differed as well on orthographic tasks, attention ratings, arithmetic achievement, and all WISC-III factors except perceptual organization. Within the reading-disabled (RD) sample, children in the double-deficit subgroup were no more impaired in reading and spelling than those with a single deficit in phonological analysis, and those with a single deficit in rapid naming were no more impaired than those with neither deficit. Multiple regression analyses suggest that a multiple causality theory of RD is more plausible than a double-deficit theory."
START,START,2049158609,ethical regulations and their impact on research practice,1985,"john g adair, terrance w dushenko, r c lindsay",american psychologist,1,77,71,NA
START,START,2044769749,negotiation behavior when cultures collide the united states and japan,2001,"wendi l adair, tetsushi okumura, jeanne m brett",journal of applied psychology,1,251,47,"This study compared the negotiation behaviors of Japanese and U.S. managers in intra- and intercultural settings. Transcripts from an integrative bargaining task were coded and analyzed with logistic and linear regression. U.S. negotiators exchanged information directly and avoided influence when negotiating intra- and interculturally. Japanese negotiators exchanged information indirectly and used influence when negotiating intraculturally but adapted their behaviors when negotiating interculturally. Culturally normative negotiation behaviors partially account for the lower joint gains generated by intercultural, relative to intracultural, dyads. The behavioral data inform motivational and skill-based explanations for elusive joint gains when cultures clash."
START,START,2516059544,impediments to forgiveness victim and transgressor attributions of intent and guilt,2016,"gabrielle s adams, m ena inesi",journal of personality and social psychology,1,17,73,"We investigate the possibility that victims and transgressors are predictably miscalibrated in their interpretation of a transgression, and that this has important implications for the process of forgiveness. Across 5 studies, we find that victims underestimate how much transgressors desire forgiveness. This is driven by a 2-part mediating mechanism: First, victims are more likely than transgressors to see the transgression as intentional, and second, this causes victims to believe transgressors feel less guilty than transgressors report feeling. Ultimately, this chain of asymmetries stymies the processes of forgiveness because victims tend to withhold forgiveness from those who actually desire it. The predicted effect emerged in the context of scenario studies (Studies 3 and 5), a real transgression that occurred in the lab (Study 4), transgressions from participants’ pasts (Study 1), and transgressions from the same day (Study 2). In Study 4, we describe a new procedure in which 1 participant commits a real transgression against another participant, providing an effective means for researchers to study real-time transgressions from the perspective of both parties involved. Furthermore, in Study 5, we found that when victims were encouraged to empathize with the transgressor, the asymmetries were attenuated, suggesting a means of overcoming this impediment to forgiveness. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
START,START,2047329680,historical review and appraisal of research on the learning retention and transfer of human motor skills,1987,jack a adams,psychological bulletin,1,543,330,"This review of human motor skills is historical and critical, and starts about 100 years ago. Three historical periods are identified. The main topics are knowledge of results, distribution of practice, transfer of training, retention, and individual differences in motor learning. Basic research is emphasized, but applied research is included also. The article concludes with projections for the future that are based on past research and the present research climate. Why review nearly a century of research on motor skills? A good experiment can result from bouncing off the last one or a small subset of experiments in the literature, so why bother with the panorama? Any good scientific question always seems to have a long story. Perceptive investigators see the key variables and issues of a scientific topic early, and the generations that follow persist in efforts to understand those variables and issues. The first answer to my question, then, is that a sense of history helps an investigator lock onto important themes. Experiments enriched by history could contribute to the science rather than only brightening an inconsequential corner. Second, a sense of history tends to shunt an investigator away from the fads and fashions of his or her field. Fads and fashions are those inconsequential corners that are temporarily magnified out of proportion and that draw the energy of investigators who either have not seen the worth of persisting themes or who allow themselves to be turned from them. Third, the canons of scholarship are based on history because they require that (a) the origins of ideas be known so that one's own ideas are in perspective and, (b) earlier experiments be known so that the knowledge increment in one's own empirical findings is clear. My aim is to organize variables and issues for learning, retention, and transfer that have regularly attracted investigators of human motor skills, and to discuss the experiments that have been done to understand them. The last historical review of human motor skills was by Irion (1966). My review differs from Irion's in that I cover more material, have a different perspective, and update developments in the field. This article begins with a definition of the domain, and then divides the historical coverage into three historical periods: the Early Period, 1880-1940; the Middle Period, 19401970; and the Present Period, 1970 to the present. The periods are delineated by surges in research activity, although I cannot always be strict about the dividing line. The surge associated"
START,START,2128192038,living into the story agency and coherence in a longitudinal study of narrative identity development and mental health over the course of psychotherapy,2012,jonathan m adler,journal of personality and social psychology,1,163,138,"Narrative identity is the internalized, evolving story of the self that each person crafts to provide his or her life with a sense of purpose and unity. A proliferation of empirical research studies focused on narrative identity have explored its relationship with psychological well-being. The present study is the first prospective, multiwave longitudinal investigation to examine short-term personality change via an emphasis on narrative identity as it relates to mental health. Forty-seven adults wrote rich personal narratives prior to beginning psychotherapy and after every session over 12 assessment points while concurrently completing a measure of mental health. Narratives were coded for the themes of agency and coherence, which capture the dual aims of narrative identity: purpose and unity. By applying in- depth thematic coding to the stories of participants, the present study produced 47 case studies of intraindividual personality development and mental health. By employing multilevel modeling with the entire set of nearly 600 narratives, the present study also identified robust trends of individual differences in narrative changes as they related to improvements in mental health. Results indicated that, across participants, the theme of agency, but not coherence, increased over the course of time. In addition, increases in agency were related to improvements in participants’ mental health. Finally, lagged growth curve models revealed that changes in the theme of agency occurred prior to the associated improvements in mental health. This finding remained consistent across a variety of individual-difference variables including demographics, personality traits, and ego development."
START,START,2019610870,can psychopathic offenders discern moral wrongs a new look at the moral conventional distinction,2012,"eyal aharoni, walter sinnottarmstrong, kent a kiehl",journal of abnormal psychology,1,76,68,"A prominent view of psychopathic moral reasoning suggests that psychopathic individuals cannot properly distinguish between moral wrongs and other types of wrongs. The present study evaluated this view by examining the extent to which 109 incarcerated offenders with varying degrees of psychopathy could distinguish between moral and conventional transgressions relative to each other and to non-incarcerated healthy controls. Using a modified version of the classic Moral/Conventional Transgressions task (Nucci & Turiel, 1978) that employs a forced-choice format to minimize strategic responding, the present study found that total psychopathy score did not predict performance on the task. Task performance was explained by some individual sub-facets of psychopathy and by other variables unrelated to psychopathy, such as IQ. The authors conclude that, contrary to earlier claims, insufficient data exist to infer that psychopathic individuals cannot know what is morally wrong."
START,START,2333723452,relationship between theory of mind and functional independence is mediated by executive function,2013,"fayeza s ahmed, l s miller",psychology and aging,1,6,0,NA
START,START,2110287075,an ethological approach to personality development,1991,"mary d salter ainsworth, john bowlby",american psychologist,1,846,43,"attachment that we have jointly developed is that it is an ethological approach to personality development. We have had a long and happy partnership in pursuing this approach. In this article we wish to give a brief historical account of the initially separate but compatible approaches that eventually merged in the partnership, and how our contributions have intertwined in the course of developing an ethologically oriented theory of attachment and a body of research that has both stemmed from the theory and served to extend and elaborate it."
START,START,2095421464,our katrina experience providing mental health services in concordia parish louisiana,2008,"angeleque akinlittle, steven g little",professional psychology research and practice,1,9,8,"Responding to the call for psychologists to serve Louisiana and the Gulf Coast after Hurricane Katrina, 2 school psychologists spent almost 2 weeks in central Louisiana in early September 2005. They were located in a rural area and provided mental health services to evacuees from Hurricane Katrina in a number of small shelters, an RV park, and the schools. This article describes their experiences as mental health volunteers and the impact those experiences had on their professional and personal lives."
START,START,1985993024,the adolescent first kiss,1991,richard alapack,the humanistic psychologist,1,2,16,NA
START,START,1977263668,grammatical and nongrammatical contributions to closed class word selection,2008,"f xavier alario, pauline ayora, albert costa, alissa melinger",journal of experimental psychology learning memory and cognition,1,19,84,"Closed-class word selection was investigated by focusing on determiner production. Native speakers from three different languages named pictures of objects using determiner plus noun phrases (e.g., in French ``la table'' [the(feminine) table], while ignoring distractor determiners printed on the pictures (e.g., ``le'' [the(masculine)]. The target and distractor expressed either shared or different grammatical and nongrammatical features (gender, number, and definiteness). A gender-facilitation effect was observed and attributed to noun processing. Crucially, across five experiments, distractors that shared a feature with the target determiner never resulted in longer naming latencies than distractors that were more different. These results indicate that activating related candidates is not detrimental for determiner retrieval, suggesting a noncompetitive mechanism of closed-class word selection."
START,START,2552240533,deficits in working memory visual phonological binding in children with dyslexia,2016,"donatella albano, ricardo basso garcia, cesare cornoldi",psychology and neuroscience,1,6,24,NA
START,START,2004128250,rapid naming contributions to reading and writing acquisition of european portuguese,2012,cristina pinto albuquerque,reading and writing,1,18,43,"This study analyzed the relation and the specific influence of rapid naming (RN) on different reading (decoding accuracy and reading fluency) and writing components (spelling accuracy and fluency in composition) of European Portuguese. Moreover, it also compares the influence of Rapid Automatized Naming (RAN) tests (colors, digits) and of a Rapid Alternating Stimulus (RAS) test (shapes and colors). In a sample composed by normally achieving children, 70 in the first grade and 69 in the second grade, the results show that, when phonemic awareness is controlled, RN is a significant concurrent predictor of reading and writing performance. Its impact occurs mainly on reading fluency and is carried out predominantly by the RAN digit test. Nevertheless, the RAN color test and the RAS shape and color test also significantly predicted reading and writing performance. The results also indicate that RN has less impact on writing than on reading, and that, when compared with phonemic awareness, it is associated with distinct written language components. When combined, the data obtained are consistent with the orthographic characteristics of European Portuguese."
START,START,2587083775,rapid naming the importance of different reading and spelling dimensions,2017,cristina p albuquerque,avances en psicologia latinoamericana,1,1,0,"This research extends the empirical evidence regarding the influence of rapid naming on the acquisition of reading and spelling of European Portuguese in third and fourth grade children. In reading, it addresses different dimensions (accuracy and fluency) and materials (words, pseudowords, and text) and it controls the influence of phonological awareness. In spelling, it addresses the accuracy and the fluency in the codification of words and pseudowords and it controls the influence of phonological awareness and handwriting fluency. In reading, rapid naming explained higher variance percentages in fluency than in accuracy. The main effect was registered on text reading fluency by a RAN digit test. In spelling, rapid naming predicted a small, but significant, percentage of word spelling fluency."
START,START,2584340837,morphological variability in second language learners an examination of electrophysiological and production data,2017,"jose aleman banon, david miller, jason rothman",journal of experimental psychology learning memory and cognition,1,7,14,"We examined potential sources of morphological variability in adult L1‑English L2‑Spanish learners, with a focus on L1‑L2 similarity, morphological markedness, and knowledge type (receptive vs. exp ..."
START,START,1974407730,on the factor structure of the rosenberg 1965 general self esteem scale,2015,"guido alessandri, michele vecchione, nancy eisenberg, mariola łaguna",psychological assessment,1,38,61,"Since its introduction, the Rosenberg General Self-Esteem Scale (RGSE, Rosenberg, 1965) has been 1 of the most widely used measures of global self-esteem. We conducted 4 studies to investigate (a) the goodness-of-fit of a bifactor model positing a general self-esteem (GSE) factor and 2 specific factors grouping positive (MFP) and negative items (MFN) and (b) different kinds of validity of the GSE, MFN, and MFP factors of the RSGE. In the first study (n = 11,028), the fit of the bifactor model was compared with those of 9 alternative models proposed in literature for the RGSE. In Study 2 (n = 357), the external validities of GSE, MFP, and MFN were evaluated using objective grade point average data and multimethod measures of prosociality, aggression, and depression. In Study 3 (n = 565), the across-rater robustness of the bifactor model was evaluated. In Study 4, measurement invariance of the RGSE was further supported across samples in 3 European countries, Serbia (n = 1,010), Poland (n = 699), and Italy (n = 707), and in the United States (n = 1,192). All in all, psychometric findings corroborate the value and the robustness of the bifactor structure and its substantive interpretation. (PsycINFO Database Record (c) 2015 APA, all rights reserved). Language: en"
START,START,2559926740,resilience in sexual and gender minority forced migrants a qualitative exploration,2016,edward j alessi,traumatology,1,15,10,NA
START,START,2022389219,images and affect a functional analysis of out group stereotypes,1999,"michele g alexander, marilynn b brewer, richard k hermann",journal of personality and social psychology,1,186,38,"Drawing from research on inter-nation images, the authors proposed and tested a functional theory of out-group stereotypes in 3 experiments. In the theory, it is hypothesized that behavioral orientations elicited by specific patterns of intergroup relationships (goal compatibility, relative power, and relative status) give rise to unique schematic representations of an out-group. The representations specified in the theory include 1 positive image (i.e., ally) and 3 differentiated negative images (i.e., enemy, dependent, barbarian). In all 3 experiments, participants read and imagined scenarios describing an intergroup situation in which the structure of relationships between in-group and out-group was varied. Results from Experiments 1 and 2 indicated that relationship cues were sufficient to elicit the predicted images, and some of the images were more likely to be activated under high incidental arousal. In a 3rd experiment an implicit measure was used to demonstrate that the images are activated spontaneously. Overall, results implicate the role of affective state and behavioral intent in shaping the content of social stereotypes."
START,START,2038519673,profiling the differences in students knowledge interest and strategic processing,1998,"patricia a alexander, p karen murphy",journal of educational psychology,1,158,59,"The purpose for this research was threefold: to determine whether distinct and informative student profiles would emerge from knowledge, interest, and strategy measures specific to educational psychology; to compare these profiles with prior studies; and to explore changes in student profiles across an academic semester. As a result of cluster-analytic procedures, 3 distinct groups of participants emerged at pretest, and 4 emerged at posttest. One of the profiles that remained fairly consistent from pretest to posttest was the Learning-Oriented cluster. Students fitting this profile began the semester with the highest means in interest and strategic processing and with a moderate level of domain knowledge. By the end of the semester, this cluster obtained the highest means also on the domain knowledge test Yet, the largest cluster at posttest seemed unable or unwilling to learn from demanding exposition. In the last decade, the research on individual differences has moved toward the exploration of intraindividual variabilities (Ackerman, Kyllonen, & Roberts, in press). That is to say, researchers have become increasingly concerned with how cognitive and noncognitive factors, such as knowledge and self-regulation, configure differently within individuals (Ackerman, Kanfer, & Goff, 1995). Our purpose in this study was to explore such intraindividual diiferences by examining the various learner profiles that emerged within one classroom. Specifically, we wanted to ascertain whether undergraduates enrolled in an educational psychology course would naturally form into distinctive clusters based on their academic characteristics. We formed these clusters from information on students' subject matter knowledge, interests, and strategic processing. Because they were constructed by means of cluster analysis, the resulting profiles encompassed not only multiple indicators for each student but also data from every participating student."
START,START,2023300732,what responses to domain specific analogy problems reveal about emerging competence a new perspective on an old acquaintance,1998,"patricia a alexander, p karen murphy, jonna m kulikowich",journal of educational psychology,1,27,13,"The authors conducted 2 studies to investigate the categorization of students' correct and incorrect responses to domain-specific analogy problems. In Study 1, participants were 6th graders who generated answers to classical analogy problems in the domain of human biology (e.g., cabin:log::skeleton:-) Study 2 focused on the analogical problem solving of undergraduates working in the domain of educational psychology. The basis for categorizing responses in both studies was a 7-level hierarchical response model proposed by P. A. Alexander (1990). Cross-study results provided support for the response categories and for their hierarchical nature, Study 1 indicated that students' answers to analogies were nonrandom in that there were within-subject error preferences. In Study 2, student responses reflected training in domain concepts and strategic processes, and the direction of changes matched expectations of the ordered hierarchical response scheme."
START,START,2967960933,a new perspective on the social functions of emotions gratitude and the witnessing effect,2019,"sara b algoe, patrick c dwyer, ayana younge, christopher oveis",journal of personality and social psychology,1,1,115,NA
START,START,2083144102,relations between inhibitory control and the development of academic skills in preschool and kindergarten a meta analysis,2014,"nicholas p allan, laura e hume, darcey m allan, amber l farrington, christopher j lonigan",developmental psychology,1,104,128,NA
START,START,2314844144,the evidence based treatment of chronic posttraumatic stress disorder and traumatic grief in an adolescent a case study,2012,"brian allen, abisola oseni, kristen e allen",psychological trauma theory research practice and policy,1,5,17,"This case study describes the successful application of an adaptation of Trauma-Focused Cognitive- Behavioral Therapy (TF-CBT) for a 16-year-old presenting with chronic posttraumatic stress disorder related to traumatic grief, anxiety, depression, anger, and somatic complaints. TF-CBT is a manualized intervention with demonstrated efficacy in numerous clinical trials for children and adolescents who experienced various traumatic events. In the current study, an adapted form of TF-CBT for use with traumatic grief is utilized and other evidence-based practices are integrated into treatment in light of clinical events. This article describes the use of an intervention developed to treat children who have experienced traumatic events and devel- oped posttraumatic stress and other behavioral difficulties as a result. Trauma-Focused Cognitive-Behavioral Therapy (TF-CBT; Cohen, Mannarino, & Deblinger, 2006) is a manualized interven- tion based on cognitive, behavioral, interpersonal, and family models of treating traumatic stress. The standard intervention is conducted over 12 to 16 sessions and includes the core compo- nents of: psychoeducation and parenting skills, relaxation skills, affect modulation skills, cognitive processing, gradual exposure to the traumatic event through the development of a trauma narrative, in vivo desensitization, conjoint child-parent sessions, and enhanc- ing personal safety. The structure of the TF-CBT protocol allows the child to understand reactions to trauma and develop appropri- ate coping skills before developing a narrative of the trauma that desensitizes the child to reminders and allows for the cognitive restructuring of maladaptive thoughts. TF-CBT is typically con- ducted with the child and parent progressing separately, although simultaneously, through each of the components and coming to- gether in the conjoint child-parent session near the end of treat- ment to allow the child to share his or her narrative with the caregiver. TF-CBT was originally developed to treat posttraumatic stress and associated behavioral and emotional problems resulting from the experience of sexual abuse (Cohen & Mannarino, 1996; De- blinger, McLeer, & Henry, 1990). Research from numerous ran- domized controlled clinical trials demonstrates the incremental"
START,START,2074805678,clinical exchange integrating psychotherapy and psychopharmacology the case of the certified nursing assistant,2006,"david m allen, zia wahid, hasrat khan, david bienenfeld, paulette marie gillig, stephen i kramer, david mintz",journal of psychotherapy integration,1,1,10,NA
START,START,2287215466,an examination of early reading skill covariance structure invariance across spanish speaking english language learners in grades 3 and 4 and their native english speaking peers,2007,julie alonzo,NA,0,1,0,NA
START,START,2604679382,aerobics enhances cardiovascular fitness and agility in preschoolers,1990,"bene alpert, tiffany m field, sheri goldstein, susan perry",american journal of health promotion,1,0,0,NA
START,START,2025098652,aerobics enhances cardiovascular fitness and agility in preschoolers,1990,"bene alpert, tiffany m field, sheri goldstein, susan perry",health psychology,1,41,0,NA
START,START,2430370003,the contribution of executive functions to naming digits objects and words,2017,"angeliki altani, athanassios protopapas, george k georgiou",reading and writing,1,9,67,"Although it is established that reading fluency is more strongly related to serial naming of symbols than to naming of isolated items (serial superiority effect), the reason for the difference remains unclear. The purpose of this study was to examine the role of executive functions in explaining the serial superiority effect. One hundred seven Grade 6 Greek children were assessed on serial and discrete naming (digits, objects, and words), executive (inhibition, shifting, and updating) and non-executive tasks (simple choice reaction), and on a serial Rapid Alternating Stimuli task. Reading fluency correlated more strongly with serial naming than with discrete naming, consistent with the serial superiority effect. In hierarchical regression analyses, executive measures failed to account for variance shared between serial naming and reading fluency. In confirmatory factor analyses, including a discrete and a serial factor for the naming tasks, variance in the executive tasks not shared with simple choice reaction was not associated with the serial factor. Thus, the executive tasks failed to account for the serial superiority effect. The high correlation between the simple choice factor and the discrete naming factor suggests that method variance partially underlies the observed relationship between executive function tasks and word reading. We argue that the distinction between serial and discrete dimensions indicates that internally regulated cognitive control is crucial for the serial superiority in naming symbols and words."
START,START,2936235158,from individual word recognition to word list and text reading fluency,2020,"angeliki altani, athanassios protopapas, katerina katopodi, george k georgiou",journal of educational psychology,1,3,72,NA
START,START,2953417609,tracking the serial advantage in the naming rate of multiple over isolated stimulus displays,2019,"angeliki altani, athanassios protopapas, katerina katopodi, george k georgiou",reading and writing,1,0,54,"The serial advantage, defined as the gain in naming rate in the serial over the discrete task of the same content, was examined between grades and types of content in English and Greek. 720 English- and Greek-speaking children from Grades 1, 3, and 5 were tested in rapid naming and reading tasks of different content, including digits, objects, dice, number words, and words. Each type of content was presented in two presentation formats: multiple stimulus displays (i.e., serial naming) and isolated stimulus displays (i.e., discrete naming). Serial tasks yielded faster naming rates—irrespective of task content—in both languages. However, content-specific characteristics influenced the trajectory of the serial advantage between grades. Improvement in the serial advantage between grades was found to be greatest for word reading, which started off similar to object naming in Grade 1, but ended up similar to digit or dice naming by Grade 5. In addition, growth in serial advantage was found to be associated with growth in discrete naming rate only in grade level analysis. For individuals, greater serial advantage was found to rely on processing skills specific to serial naming rather than on differences in the rate of naming isolated items. Our findings suggest that group level findings may not generalize to individuals, and although practice and familiarity with the content on the naming/reading task may impact the development of serial advantage, isolated item identification processes contribute little to individual differences in the gain in serial naming rates."
START,START,2131661660,transgression wrongfulness outweighs its harmfulness as a determinant of sentence severity,2007,"adam l alter, julia kernochan, john m darley",law and human behavior,1,36,23,"When students suggest sentences for criminal offenders, do they rely more heavily on the harmfulness or on the wrongfulness of the offender's conduct? In Study 1, 116 Princeton University undergraduates rated the harmfulness and wrongfulness of, and suggested appropriate sentences for, a series of crimes. As expected, participants emphasized wrongfulness when choosing an appropriate criminal punishment. In Study 2, 33 Princeton undergraduates made similar ratings for violations of the University Honor Code, and rated their contempt for fabricated amendments to the Code that required sentencers to focus either only on harmfulness or only on wrongfulness. Again, sentences more closely reflected wrongfulness ratings, and participants were more contemptuous of the harmfulness-based proposal. We also consider the theoretical and practical implications of these findings for sentencing laws and policy."
START,START,2089663660,the development of competence related and motivational beliefs an investigation of similarity and influence among friends,2003,"ellen rydell altermatt, eva marie pomerantz",journal of educational psychology,1,143,82,"This research examined the degree to which children's achievement-related beliefs could be predicted from their friends' beliefs, both concurrently and over time. For 3 semesters, 4th-, 5th-, and 6th-grade students (N = 929) completed measures of their competence-related beliefs, motivational beliefs, and friendship choices. Concurrent analyses indicated that friends showed consistent, albeit modest, similarities with regard to their self-perceptions of competence, academic standards, importance of meeting standards, and preference for challenge. During the academic year, friends appeared influential with regard to children's ability attributions for success and the importance they placed on meeting academic standards. Over a grade-level transition, friends appeared influential with regard to children's ability attributions for failure. Overall, associations were stronger among reciprocated than among unilateral friends. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
START,START,2118082266,ambivalence and innovative moments in grief psychotherapy the cases of emily and rose,2014,"daniela alves, pablo fernandeznavarro, antonio p ribeiro, eugenia ribeiro, miguel m goncalves",psychotherapy,1,8,76,"Several studies have suggested that the process of narrative change in psychotherapy occurs through the emergence and expansion of moments of novelty, known as innovative moments (IMs), that allow changes in the problematic self-narrative responsible for the client’s suffering. However, as these IMs challenge typical (and problematic) ways of acting, feeling, and thinking, they may also generate discrepancy or uncertainty. Clients may reduce uncertainty by returning to the problematic self-narrative immediately after the emergence of an IM, thus ensuring the homeostasis of the previous meaning system. This cyclical movement is a form of ambivalence, which can maintain problematic stability across therapy and lead to therapeutic failure. In this study, we identified return to the problem markers (RPMs), which are empirical indicators of the ambivalence process, for all IMs in two cases of constructivist grief psychotherapy. Both cases evidenced a high percentage of IMs with RPMs, and the evolution of IMs and RPMs along treatment was significantly correlated. We suggest that stability of the ambivalence process in grief psychotherapy may represent a form of self-protection from the anxiety or guilt of releasing pain as a disconnection from the deceased."
START,START,2293363725,rapid naming in brazilian students with dyslexia and attention deficit hyperactivity disorder,2016,"luciana mendonca alves, claudia machado siqueira, maria do carmo mangelli ferreira, juliana flores mendonca alves, debora fraga lodi, lorena gabrielle ribeiro bicalho, leticia correa celeste",frontiers in psychology,1,5,44,"Introduction: The effective development of reading and writing skills requires the concerted action of several abilities, one of which is phonological processing. One of the foremost components of phonological processing is rapid automatized naming (RAN)- the ability to identify and recognize a given item by the activation and concomitant articulation of its name. Objective: To assess the RAN performance of schoolchildren with dyslexia and attention-deficit/hyperactivity disorder (ADHD) compared with their peers. Methods: In total, 70 schoolchildren aged between 8‒11 years participated in the study. Of these, 16 children had a multiprofessional diagnosis of ADHD while 14 had been diagnosed with dyslexia. Matched with these groups, 40 schoolchildren with no history of developmental impairments were also evaluated. The RAN test was administered to assess the length of time required to name a series of familiar visual stimuli. The statistical analysis was conducted using measures of descriptive statistics and the 2-sample t-test at the 5% significance level. Results: The performance of the group with dyslexia was inferior to that of the control group, in all tasks and the ADHD group had inferior performance for color and letters-naming tasks. The schoolchildren with dyslexia and those with ADHD showed very similar response times. Age has shown to be an important variable to be analyzed separately. Children with typical language development have faster answers as they aged on colors and digits tasks while children with dyslexia or ADHD do not show improvement with age. Conclusions: The schoolchildren with dyslexia took longer to complete all tasks and ADHD took longer to complete digits and objects tasks in comparison to their peers with typical development. This ability tends to improve with age, which is not the case, however, with schoolchildren who have ADHD or dyslexia."
START,START,2605951840,investigating the relationship between media multitasking and processes involved in task switching,2017,"reem alzahabi, mark w becker, david z hambrick",journal of experimental psychology human perception and performance,1,6,74,NA
