ID,Title,Authors,Year,cited_in,context
1534947616,components of phonological awareness,"torleiv hoien, ingvar lundberg, keith e stanovich, ingerkristin bjaalid",1995,2052493576,"Although phoneme awareness is the single best predictor of reading achievement during the early elementary school years, rhyme ability also relates to reading and emerges as an independent factor in the equation (Bryant et al., 1990; Hoien et al., 1995; Singson & Mann, 1999)."
1534947616,components of phonological awareness,"torleiv hoien, ingvar lundberg, keith e stanovich, ingerkristin bjaalid",1995,2182663478,"It is the sensitivity towards and the ability to manipulate these units that defines phonological awareness (Fox & Routh, 1976; Hoien et al., 1995; Stanovich et al., 1984; Treiman & Zukowski, 1996; Yopp, 1988)."
1534947616,components of phonological awareness,"torleiv hoien, ingvar lundberg, keith e stanovich, ingerkristin bjaalid",1995,1973736522,"For example,  Hoien, Lundberg, Stanovich, and Bjaalid (1995)  found separate factors for phoneme sensitivity, syllable sensitivity, and rhyme sensitivity in 6- and 8-year-old Norwegian children, and scores on all three factors independently predicted reading abilities.The results and conclusions of this study contrast with those of a number of other studies ( Hoien et al., 1995;  Muter, Hulme, & Snowling, 1997; Muter, Hulme, Snowling, & Taylor, 1997; Muter & Snowling, 1998; Nation & Hulme, 1997) that concluded that phoneme tasks were better—and hence more important—predictors of reading, spelling, or both.For example, a number of authors have created uncorrelated rhyme, syllable, and phoneme factors by using an orthogonal rotation in exploratory factor analyses ( Hoien et al., 1995;  Muter, Hulme, & Snowling, 1997; Muter, Hulme, Snowling, & Taylor, 1997).Each of the studies arriving at a different conclusion from the present study, with the exception of  Hoien et al. (1995) , interpreted the fact that measures ofFor example, phonological sensitivity factors that were naturally correlated up to a value of .75 and were then orthogonally rotated have been described as representing separate, independent, and distinct phonological abilities ( Hoien et al., 1995;  Muter, Hulme, & Snowling, 1997; Muter, Hulme, Snowling, & Taylor, 1997).That is, some authors have asserted that phoneme sensitivity is most important ( Hoien et al., 1995;  Muter, Hulme, & Snowling, 1997; Muter, Hulme, Snowling, & Taylor, 1997; Muter & Snowling, 1998; Nation & Hulme, 1997), whereas others have stressed children’s appreciation for rhyme (Goswami & Bryant, 1990, 1992)."
1534947616,components of phonological awareness,"torleiv hoien, ingvar lundberg, keith e stanovich, ingerkristin bjaalid",1995,2110778189,"In contrast,  Hoien, Lundberg, Stanovich, and Bjaalid (1995)  found separate factors for phoneme sensitivity, syllabic sensitivity, and rhyme sensitivity in both Norwegian preschool children (mean age 83 months) and first-grade children (mean age 94 months), and scores on all three factors independently predicted reading abilities for the older group of children."
1540164974,the effect of family literacy interventions on children s acquisition of reading from kindergarten to grade 3,monique senechal,2006,2037109686,"studies, which revealed positive effects of parent teaching on children’s emergent literacy and conventional literacy skills (Sénéchal, 2006b)."
1541629449,the effects of kindergarten entrance age on children s reading and mathematics achievement from kindergarten through third grade,ummuhan yesildagli,2005,1535281646,"In addition, the deleterious academic consequences of being young for grade also require further study (Yesil-Dagli, 2007).
It appears that older students have an advantage early, but by third or fourth grade the difference between older and younger students is negligible (Yesil-Dagli, 2007; Kurdek & Sinclair, 2001; Crone & Whitehurst, 1999).
One recent dissertation conducted in 2007 used the ECLS-K data to evaluate the effect of age at school entrance to academic functioning (Yesil-Dagli, 2007).
Some studies have found the academic advantages in kindergarten for older students disappear as students move into higher grades in elementary school (Yesil-Dagli, 2007; Kurdek & Sinclair, 2001; Crone & Whitehurst, 1999).
The literature supports this explanation that any age effects diminish over time in school (Dobkin & Ferreira, 2009; Yesil-Dagli, 2007; Lincove & Painter, 2006; Kilpatrick, 2002; Kurdek & Sinclair, 2001; Graue & DiPerna, 2000; Crone & Whitehurst, 1999).
This finding agrees with a body of literature that shows achievement differences related to age at school entry fade over time (Yesil-Dagli, 2007; Kurdek & Sinclair, 2001; Crone & Whitehurst, 1999)."
1547226465,explaining social class differences in growth of reading skills from beginning kindergarten through fourth grade the role of phonological awareness rate of access and print knowledge,"steven a hecht, stephen r burgess, joseph k torgesen, richard k wagner, carol a rashotte",2000,2005658466,"This was expected because of the plethora of research showing the relationship between lower socioeconomic status and lower phonological awareness and reading scores (Hecht et al., 2000; Molfese et al., 2003)."
1547226465,explaining social class differences in growth of reading skills from beginning kindergarten through fourth grade the role of phonological awareness rate of access and print knowledge,"steven a hecht, stephen r burgess, joseph k torgesen, richard k wagner, carol a rashotte",2000,2026268059,"Phonological awareness skills are a robust predictor for reading achievement, but again, most of the research supporting this relationship has been conducted with majority children, or performances have not been disaggregated for African American participants (Bus & van Ilzendoorn, 1999; Hecht et al., 2000; Torgesen, Wagner, Rashotte, Burgess, & Hecht, 1997)."
1547226465,explaining social class differences in growth of reading skills from beginning kindergarten through fourth grade the role of phonological awareness rate of access and print knowledge,"steven a hecht, stephen r burgess, joseph k torgesen, richard k wagner, carol a rashotte",2000,1523858776,Hecht et al. (2000) therefore concluded that an important indirect pathway between SES and decoding operates via children’s early
1547226465,explaining social class differences in growth of reading skills from beginning kindergarten through fourth grade the role of phonological awareness rate of access and print knowledge,"steven a hecht, stephen r burgess, joseph k torgesen, richard k wagner, carol a rashotte",2000,1555461699,"Children from lower socioeconomic backgrounds tend to score lower on measures of early reading upon entry to formal schooling compared to children from affluent SES homes (Hecht et al., 2000).
Current research has demonstrated a moderate to strong correlation between children’s early narrative skills and later literacy development (Lever & Sénéchal, 2010); however, children from lower socioeconomic status backgrounds may be at a disadvantage given evidence that significant delays in narrative skills are common (Hecht et al., 2000).
Past research has demonstrated a strong relationship between socioeconomic status and early literacy scores (Bradley & Corwyn, 2002; Hecht et al., 2000; Lundberg, Larsman, & Strid, 2012)."
1547226465,explaining social class differences in growth of reading skills from beginning kindergarten through fourth grade the role of phonological awareness rate of access and print knowledge,"steven a hecht, stephen r burgess, joseph k torgesen, richard k wagner, carol a rashotte",2000,1974337595,"Children’s speed in letter naming is another letter-name-related skill which has been found to be closely associated with school reading achievement (Cronin & Carver, 1998;  Hecht, Burgess, Torgesen, Wagner, & Rashotte, 2000;  Walsh, Price, & Gillingham, 1988).In addition, converging data have established that preschool LNK level is a reliable marker of children’s print experience, associated both with other early print-related skills (Adams, 1990; Burgess, 2002; Fritjers, Barron, & Brunello, 2000) and home literacy experiences (Bowey, 1995;  Hecht et al., 2000;  Lonigan, Burgess, Anthony, & Barker, 1998)."
1547226465,explaining social class differences in growth of reading skills from beginning kindergarten through fourth grade the role of phonological awareness rate of access and print knowledge,"steven a hecht, stephen r burgess, joseph k torgesen, richard k wagner, carol a rashotte",2000,2014777332,"Recent research has provided evidence that these EL abilities are the foundation for success in reading at school (Wagner et al., 1997; Nicholson, 1999;  Hecht, Burgess, Torgesen, Wagner, & Rashotte, 2000;  Scarborough, 2001; Whitehurst & Lonigan, 2001).Another important limitation of the available research in this area is that the effects of storybook reading has been studied mainly among cohorts of younger children, aged 2, 3, and 4 years (e.g., Reese, 1995; De Temple & Snow, 1996; Haden et al., 1996), rather than among kindergarteners, aged 5–6 years (e.g., Leseman & de Jong, 1998;  Hecht et al., 2000 )."
1547226465,explaining social class differences in growth of reading skills from beginning kindergarten through fourth grade the role of phonological awareness rate of access and print knowledge,"steven a hecht, stephen r burgess, joseph k torgesen, richard k wagner, carol a rashotte",2000,2019562012,"Research with children from lower SES backgrounds and with some minority populations indicates that there is a clear and substantial gap in the emergent literacy skills for children from at-risk backgrounds relative to their more affluent peers and children from homes with more educated parents (eg,  Bowey, 1995 ;  Chaney, 1994 ;  Hecht, Burgess, Torgesen, Wagner, & Rashotte, 2000 ;  Lonigan, Burgess, Anthony, & Barker, 1998 ;  Raz & Bryant, 1990 )."
1550239256,temporal processing and reading disability,"david l share, anothony f jorm, rod maclean, russell matthews",2002,1573887141,"Tallal’s Repetition Test, as well as her interpretation of her reading disabled data has been criticized both conceptually and empirically [84,85].
administered the Repetition Test to an unselected sample of 543 children who were initially tested at the beginning of their first year at school [85]."
1550239256,temporal processing and reading disability,"david l share, anothony f jorm, rod maclean, russell matthews",2002,2060253754,"This is in contrast to the kindergarten group studied by Share et al. (2002), who already received formal reading instruction."
1550239256,temporal processing and reading disability,"david l share, anothony f jorm, rod maclean, russell matthews",2002,2062022807,"The heterogeneous results on the role of rapid temporal processing for reading development and dyslexia might, in part, be explained by the different methods applied: Some studies (e.g., Groth et al., 2011; Hood & Conlon, 2004; Share et al., 2002) used the method of constant stimuli with predefined interstimulus intervals (ISIs) to measure rapid temporal processing abilities."
1550239256,temporal processing and reading disability,"david l share, anothony f jorm, rod maclean, russell matthews",2002,2126110190,"There are studies linking rapid processing [64–66] or beat detection [67] in pre-schoolers to future phonological awareness, as well as studies failing to find associations or producing unexpected findings [68]."
1550239256,temporal processing and reading disability,"david l share, anothony f jorm, rod maclean, russell matthews",2002,2132805506,"For example, few studies have assessed pre-school auditory processing and/or speech perception in children that will ultimately present reading difficulties (Heath & Hogben, 2004;  Share, Jorm, Maclean, & Matthews, 2002 ), yielding mixed results on the relationship between pre-school thresholds and reading development."
1550239256,temporal processing and reading disability,"david l share, anothony f jorm, rod maclean, russell matthews",2002,2161898257,"phonological de®cits (Mody et al., 1997; Schulte-KoÈrne et al., 1998a; Bishop et al., 1999; Marshall et al., 2001; Rosen and Manganari, 2001; Share et al., 2002)."
1553328975,literacy skills in children and adolescents with down syndrome,donna boudreau,2002,2276321702,"Further, some studies have shown that individuals with DS outperform nonverbal abilityand IQ-matched controls on word identification (Boudreau, 2002; Fidler et al., 2005)."
1553328975,literacy skills in children and adolescents with down syndrome,donna boudreau,2002,2015770494,"In general, individuals with Down syndrome show relative strengths in word identification in contrast to relative weaknesses in nonword reading (Cupples & Iacono, 2000; Fowler, Doherty, & Boynton, 1995) and in passage comprehension (Boudreau, 2002)."
1555014595,observations on the temporal correlates of reading failure,raymond m klein,2002,1981401094,"Deficits in discriminating speech sounds and tone sequences have been shown to correlate with phonological processing impairment and reading problems (Klein, 2002)."
1563587209,correlates of early reading performance in a transparent orthography,"kurt muller, susan brady",2001,2050199801,"Studies in different languages like German, Finish, Italian, English and Chinese (Brizzolara et al. 2006; Holopainen et al. 2001; Jiménez González and Hernández-Valle 2000; Müller and Brady 2001; Tressoldi et al. 2001; Wimmer 1993; Wimmer and Mayringer 2001) support the idea that reading speed seems to be more informative in reading shallow orthographies (Tressoldi et al."
1567796454,developing phonemic awareness in young children,hallie kay yopp,1992,2047531122,"Phonological awareness is the child’s foundation skill in word analysis (Yopp, 1992), having closely connected links with mastery of the alphabetic code (Henry, 1993; Wagner & Torgesen, 1987) and the ability to decode words (Anthony et al."
1567796454,developing phonemic awareness in young children,hallie kay yopp,1992,2182663478,"Phonemic awareness is the ability to hear, identify and manipulate the individual sounds (phonemes) in spoken words (Griffith, 1991; Harris & Hodges, 1995; National Institute of Child Health and Human Development, 2000) and the understanding that spoken words and syllables are made up of sequences of speech sounds (Yopp, 1992).
Phonological awareness is acquired developmentally within the first three to four years of school (Lenchner et al., 1990; MacLean et al., 1987; Vandervelden & Siegel, 1995; Yopp, 1992).
This is consistent with the majority of research done on phonological awareness as a predictor of literacy skill (Muter et al., 1997; Sprugevica & Hoien, 2003; Stackhouse et al., 2002; Stanovich et al., 1991; Treiman et al., 1993; Treiman et al., 2001; Treiman et al., 1995; Vandervelden & Siegel, 1995; Wagner & Torgesen, 1987; Yopp, 1992) (see section 2."
1568572277,reading instruction that works the case for balanced teaching,michael pressley,1998,130462273,"The most important aspect of the process is making a direct connection between the text and the meaning followed by decoding words through prediction and guessing (Pressley, 1998)."
1568572277,reading instruction that works the case for balanced teaching,michael pressley,1998,2188125878,"According to Pressley (2006), “effort, ability, task difficulty, and luck” are perceived as
Pressley (2006) states that “many kindergarten and grade-1 children lack the awareness that words"
1568572277,reading instruction that works the case for balanced teaching,michael pressley,1998,961281549,"The ability to read, that is, the ability to construct meanings from printed text is fundamental as reading skills are crucial to school success as well as to success later in life (Pressley, 2006; Shaywitz, 2003)."
1568572277,reading instruction that works the case for balanced teaching,michael pressley,1998,2073579176,"Because the type of dialogue characteristic of meaning and language instruction is ideal for maximizing language growth in young children and for facilitating the acquisition of reading skills ( Allison & Watson, 1994 ;  Pressley, 1998 ;  Snow, Burns, & Griffin, 1998 ), these results imply that early literacy emerges in part from a relational system involving caregiver—child interactions that have properties not directly involving print (Pianta, in press;  Snow et al, 1998 )."
1568572277,reading instruction that works the case for balanced teaching,michael pressley,1998,2165415476,"Therefore, the present results strengthen the case for abalanced perspective on reading instruction (see the JointPosition Statement of the IRA and the NAEYC, 1998; Pressley,1998), rather than stressing either a literature-basedwhole-language approach or a skills-first instructionalorientation."
1572143214,attrition in french immersion programs possible solutions,"andre a obadia, claire m l theriault",1997,1999426151,Rousseau (1999) presented a descriptive case study of an intervention program for learning-disabled students in French immersion.
1577942104,what do we know about bilingual eduction for majority language students 1,fred genesee,2008,1999426151,"Comparisons of early total immersion versus early partial immersion and of early versus delayed immersion indicate that there is no advantage to English word recognition and reading comprehension skills development in immersion programs that provide more or early English instruction, as in early partial immersion, in comparison with programs that provide less or delayed instruction in English, as in early total immersion (Genesee, 2004; Noonan, Colleaux, & Yackulic, 1997).
It has been found that early immersion students continue to perform as well as comparison students in all English reading skills assessed when evaluations are carried out in higher grades (Genesee, 2004).
The Grade 6 results reported in Lapkin et al. (2003) indicate that French immersion students’ performance on the English reading tests was clearly better than that of students in English-only programs (71% vs."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,2106341525,"However there is a clear body of literature showing that letter-name knowledge is a strong predictor of beginning reading (Adams, 1990; Burgess & Lonigan, 1998; Byrne & Fielding-Barnsley, 1989; Calfee & Drum, 1979; Chall, 1967; Stevenson & Neuman, 1986; Stuart & Colheart, 1988; Wagner, Torgesen, & Rashotte, 1994), challenged only by lettersound knowledge (e.
Thus letter-name knowledge appears to reinforce letter-sound learning, in a linkage that may help draw children’s attention to the sounds of spoken language and provide a name and symbol to anchor this knowledge and break the code of alphabetic writing systems (Adams, 1990; Adams, Treiman, & Pressley, 1998; Barron, 1994)."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,1905557918,"their efforts on identifying variables that support and facilitate early literacy success (Adams, 1990; Clay, 1991; NELP, 2008; Snow, Burns, & Griffin, 1989)."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,1976072701,"In English, for example, letter knowledge may be important because it provides children with a nameable referent to associate with phonemes (e.g., Ehri, 2005), or because it reflects accuracy in the representations and discrimination of individual letters (e.g.,  Adams, 1990 ), skills that are necessary for accurate word recognition."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,1584492368,"Nation, Adams, BowyerCrane and Snowling (1999) examined memory skills in poor comprehenders and used simple and complex tasks on verbal as well as non-verbal material.
Several explanations have been put forward to account for the close relationship between letter knowledge and early reading skill (Adams, 1990).
comprehension (Bishop & Adams, 1990; Catts, Fey, Zhang, & Tomblin, 2001). Kendeou et al. (2009) compared the influence of early decoding-related skills and oral language skills on reading comprehension in grade 2."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,97954825,"According to Adams and Huggins (1985), word recognition abilities effectively discriminate between good and poor readers and are strongly related to overall reading ability.
Initial Level of Student Literacy Even at the beginning of kindergarten, students exhibit a wide range of literacy skills (Adams, 1990; Christian et al., 1998; Dickinson & Tabors, 2001; Hart & Risley, 1995; Leppanen et al., 2004; Senechal & LeFevre, 2002; Smith & Dickinson, 1994; Snow, Burns, & Griffin, 1998).
Instruction for the metalinguistic games-plus was based on a program of phonological awareness and alphabet training created by Adams, Foorman, Lundberg, and Beeler (1998), supplemented by word building tasks.
Knowledge of letter sounds usually lags behind knowledge of letter names (Adams, 1990; Blaikock, 2004; Mason, 1980; Treiman et al., 1994; Worden & Boettcher, 1990).
Measurements of phonemic awareness use various tasks to evaluate differing levels of phonemic awareness identified by Adams (1990): sounds of words, oddity, blending and syllable splitting, segmentation, and manipulation.
The ability to quickly and accurately read sight words and to decode unfamiliar words is critical to overall reading ability and indicative of skilled readers (Adams & Huggins, 1985; Ehri, 2005; Foorman & Moats, 2004; McKeown, 1985; Stanovich, 199394; Torgesen, 1998, 2002). Wood et al. (2005) found word reading to account for 17% of student variance in first-grade reading ability."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,105531284,"A review of the research on beginning reading done by Marilyn Adams (1990) found that phonemic
As mentioned earlier, phonemic awareness develops in tandem with orthographic instruction, which focuses on letters and sound-symbol correspondences (Adams, 1990).
Knowledge of letter names may enable children to read better because letter names are often similar to letter sounds, which facilitate nonword decoding (Adams, 1990, Treiman, Tincoff, & Richmond-Welty, 1996). Treiman et al. (1996) observed that young children were better able to supply the first letter for words such as beach or bead that begin with the same sounds as the letter name b than they were for words such as bail that do not.
Office of Education (see Adams, 1990) and conducted by Chall (1967) and Bond and Dykstra (1967) revealed that knowledge of letter names was the most significant predictor of beginning reading success for children.
Some researchers contend that derivational awareness emerges in regards to written text in the higher elementary grades or in secondary school for mono-lingual speakers of English (Adams, 1990).
These activities have proven to be important for early literacy acquisition in English-speaking children (Adams, 1990), and it appears that similar relationships exist for Chinese-speaking children learning EFL."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,130462273,"According to Adams (1990), Horace Mann, secretary of the Massachusetts Board of Education, made a report that proposed children be exposed to whole, meaningful words.
In contrast, phonics is the system in which letters and graphemes represent sounds in an alphabetic-phonic language (Adams, 1990).
It has been defined as the ability to notice, think about, and work with the individual sounds in spoken words (Adams, 1990; Center for the Improvement of Early Reading Achievement, 2001).
It has been defined as the ability to notice, think about, and work with the individual sounds in spoken words (Adams, 1990; Center for the Improvement of Early Reading Achievement, 2001). Bock (2000) noted that phonemic awareness was an individual’s knowledge that spoken words were composed of segments of sounds that were referred to as phonemes.
Moreover, some education professionals contend that a combination of the two approaches is the best method of teaching the skill of reading (Adams, 1990).
Moreover, some education professionals contend that a combination of the two approaches is the best method of teaching the skill of reading (Adams, 1990). Slavin (1989) described these shifts of reading instruction as a swinging pendulum.
Researchers such as Chall (1967) and Adams (1990) have found that young children who are read to on a regular basis are exposed to the sounds of the language.
Success in decoding in one out of five children depended on explicit phonemic awareness instruction (Adams, 1990).
The opposing view held that teaching skills that enabled children to recognize written words should be the framework for early reading instruction (Adams, 1990.) According to Robinson and Clegg (1998), terms such as language experience, phonics, basal readers, and whole language have been linked to trends over time."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,226281423,"PA involves skills such as rhyming, blending, segmenting, and manipulating phonemes (Adams, 1990)."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,867934353,"Reading combines attention, memory, language, and motivation (Adams, 1994; Committee on the Prevention of Reading Difficulties in Young Children, 1998).
Skillful readers are able to comprehend words quickly, accurately, and read with expression (Adams, 1994; NICHHD, 2000; Committee on the Prevention of Reading Difficulties in Young Children, 1998; Wolf & Katzir-Cohen, 2001)."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,1484118905,"(Adams, 1990; Lonigan, Burgess, & Anthony, 2000; Wagner et al., 1997; Whitehurst & Lonigan, 2001) and training in this skill improves word reading (Brady, Fowler, Stone, & Winbury, 1994).
, & Adamson, L. (2008). Language and communication changes in a child with holoprosecephaly: A case report.
Bishop and Adams (1990) found that children whose DLD
Skillful reading is unitary, comprised of a complex system of skills and knowledge (Adams, 1990).
Subsequent investigations examined the reading performance in the Bishop and Adams (1990) preschool cohort at ages 8 and 15 (Snowling, Bishop, & Stothard, 2000; Stothard, Snowling, Bishop, Chipchase, & Kaplan, 1998).
Unlike the children in the Bishop and Adams study (1990), children in the current investigation had speech
processor, allowing for visual interpretation of symbols, that facilitates early word reading is made possible by the guidance of the phonologic processor (Adams, 1990).
the words in context (Adams, 1990; Catts, Hogan, & Adlof, 2005; Ehri, 1998; Gough & Tunmer, 1986; Snowling & Hulme, 2005).
years of formal instruction when children are learning to decode words (Adams, 1990; Kirby, Parrila, & Pfeiffer, 2003; Swank, 1997)."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,1485207763,", 2003; Foorman, & Torgesen, 2001; Adams, 1990). Furthermore, systematic phonics instruction has demonstrated reliably positive impacts on word decoding and word identification (Berninger, Abbott, Verneulen, Ogier, Brooksher, & Zook et al., 2002; Denton et al., 2006; Torgesen, 2000) In relation to early reading achievement, the meta analysis done by the NRP (2000) demonstrates the fact that systematic phonics instruction had the greatest effects for students in Kindergarten (d = 0.
Conversely poor readers are at increased risk for lifelong problems which may include delinquency, school-based behavioral problems, school avoidance/truancy, and limited future employment opportunities (Adams, 1990; Juel, 1996; Lyon, 1998; Riley, 1996; McGill-Frazen, 1987).
Systematic phonics instruction is shown to be successful in teaching the relationships between sounds and letters (Foorman et al., 2003; Foorman, & Torgesen, 2001; Adams, 1990).
The accuracy and rate at which a student can identify letters is important in the development of reading because it leads to the automatic association of letters with corresponding sounds, which is encompassed in the alphabetic principle (Hudson, et. al, 2009; Adams, 1990).
The underlying construct of the alphabetic principle is that letters of the alphabet (graphemes) represent corresponding sounds (phonemes) of spoken language, and that letter sound relationships can be incorporated to read real words, as well as to nonsense words (Adams, 1990; Foorman, Francis, Shaywitz, Shaywitz, & Fletcher, 1997; NRP, 2000; Torgesen, 2000).
Understanding the relationship between sounds (phonemes) and letters (graphemes) is at the center of the alphabetic principle, and without this knowledge, one cannot successfully master the skill of reading (Adams, 1990; Ehri, 1998; Hudson, 2009; NRP, 2000)."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,1544993446,"Adams (1990) argued that at school entry, knowledge of letter names is the strongest predictor of later reading ability.
An estimated one in three children experiences problems in learning to read (Adams, 1990).
It is clear, however, that letter knowledge is only one, among an array of emergent literacy skills, because teaching children the name of letters, solely, does not improve their reading ability (Adams, 1990).
Memorizing words gives the appearance of effective reading skills in the short-term but the skill of decoding is essential to reading novel words and reading success in the long-term (Adams, 1990; Ehri, 2005).
Research has demonstrated that phonological awareness strongly influences reading (Adams, 1990; Goswami & Bryant, 1990; Nation, 2008; Rack, Hulme, & Snowling, 1993; Wagner et al., 1997).
Some studies have linked the initiation of shared book reading and the frequency of shared book reading to family socio-economic status (Adams, 1990; Peralta de Mendoza, 1995; Raz & Bryant, 1990) but other studies have refuted this claim (Bus, van IJzendoorn, & Pellegrini, 1995).
The most effective programs provide explicit instruction in phonological awareness usually in combination with letter-sound training (Adams, 1990; Bus & van Uzendoorn, 1999)."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,1660515937,"Phonological awareness emerges in the preschool years and plays a causal role in learning to decode words, especially in less transparent orthographies (Adams, 1990; Anthony & Francis, 2005)."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,1873266330,"One important influence on both reading fluency and comprehension involves children’s exposure to text (Adams, 1990; Chall, 1996a; LaBerge and Samuels, 1974; Stanovich, 1986; Spear-Swerling, 2006).
With letter knowledge, we refer to knowledge of letter names, letter shapes, and sounds associated with letters (Adams, 1990)."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,1967204270,"Over 20 years of research has established the importance of phonemic awareness in learning to decode (e.g.,  Adams, 1990;  National Reading Panel, 2000; Perfetti, Beck, Bell, & Hughes, 1987; Rayner, Foorman, Perfetti, Pesetsky, & Seidenberg, 2001; Wagner & Torgesen, 1987).Without the knowledge of how sounds are systematically represented by letters, children cannot successfully decode (e.g.,  Adams, 1990;  Ehri, 1998; Jenkins, Bausell, & Jenkins, 1972; National Reading Panel, 2000).Readers do this by (a) blending together known phonemegrapheme correspondences ( Adams, 1990 ), (b) analogizing to other known words using rimes (Brown & Deavers, 1999; Goswami, 1988; McKay & Thompson, 2009; Treiman et al., 1990), or (c) blending together amalgamated chunks (Ehri, 2002).The size of a reader’s sight word vocabulary, or the proportion of words in any given passage that can be recognized by sight, plays a pivotal role in how quick and accurate a reader is ( Adams, 1990;  Compton, Appleton, & Hosp, 2004; Torgesen et al., 2001).Reading rate and accuracy has been identified as an important facilitator of reading comprehension ( Adams, 1990;  Fuchs et al., 2001) in average and disabled readers (Breznitz, 1987, 1991; Chard, Vaughn, & Tyler, 2002; Dowhower, 1987)."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,1973673460,"Since students receive equal credit for  any  phonological segments produced in 1 minute, a student who incompletely segments (eg, onset-rime segmentation) could receive the same score as a student who segments each word completely into individual phoneme, which is a more sophisticated skill (Adams,  1990 )."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,1998871804,"In her seminal text  Beginning to Read: Thinking and Learning about Print , Marilyn Jager Adams ( 1990 ) suggested that the reading process could be likened to the functioning of a car."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,1999144576,"In addition, letter-name knowledge may be an indirect measure of early literacy-rich environment such as experiences with books and print (Adams, 1990; Scanlon & Vellutino, 1997)."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,2000750799,", 1997) and lettername knowledge (Adams, 1990; Blaiklock, 2004; Gallagher et al., 2000) have been identified as strong predictors of English word recognition among native English speakers.
Both letter-name knowledge (Adams, 1990) and phonological awareness (Goswami & Bryant, 1990; Schatschneider et al.
Knowledge of alphabet letter names reportedly may facilitate the learning of sound–symbol correspondences in English because it helps readers remember and induce letter sounds (Adams, 1990).
Knowledge of letter names enables children to read better because the names are often similar to the letter sounds, which facilitates decoding (Adams, 1990; Treiman, Tincoff, & Richmond-Welty, 1996).
These activities have proved to be important for early literacy acquisition in English-speaking children (Adams, 1990), and it appears that similar relationships exist for Chinese-speaking children learning EFL.
This finding is consistent with results obtained in other studies (Adams, 1990; Gallagher et al., 2000; Schatschneider et al., 1999) of monolingual English-speaking students."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,2025571827,"Letter sound knowledge is essential in learning to read alphabetic languages like English (Adams, 1990; Ehri, 1987, 1997, 1998)."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,2032612552,"Several reading-related skills have been identified that are highly predictive of later reading achievement, including print awareness and phonological awareness ( Adams, 1990 ;  Schatschneider, Fletcher, Francis, Carlson, & Foorman, 2004 )."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,2035073007,", Adams, 1990; Ehri, 1998; National Reading Panel, 2000). Because decoding novel words typically involves assembling or blending together multiple letters=sounds, if these letters and the sounds they represent are not identified automatically, then the whole decoding process will suffer and become less efficient (Wolf & Bowers, 1999). According to Adams (1990), speed and accuracy in letter recognition is critical to the whole endeavor.
Adams’s (1990) model of reading processing illustrates the interconnection of the orthography, phonology, and morphology of words as they are read.
Reading rate and accuracy have been identified as important facilitators of reading comprehension (Adams, 1990; Fuchs et al., 2001) in average and disabled readers (Breznitz, 1987, 1991; Chard, Vaughn, & Tyler, 2002; Dowhower, 1987).
These researchers, along with Adams (1990), Ehri (e."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,2035836077,"Other research has also shown less frequent reading in language-minority families (Adams, 1990; Delgado-Gaitan, 1990)."
1591354983,beginning to read thinking and learning about print,marilyn jager adams,1991,2038612525,"That is, the learning of phoneme–grapheme connections without linking them to reading and writing does not contribute to later reading (Adams,  1990 ; Bowey,  2005 )."
